Frequency, Amplitude
20950,460938  0,000006
20951,806641  0,000006
20953,152344  0,000006
20954,498047  0,000006
20955,843750  0,000006
20957,189453  0,000006
20958,535156  0,000006
20959,880859  0,000006
20961,226562  0,000006
20962,574219  0,000006
20963,919922  0,000002
20965,265625  0,000006
20966,611328  0,000006
20967,957031  0,000006
20969,302734  0,000006
20970,648438  0,000006
20971,994141  0,000006
20973,339844  0,000006
20974,685547  0,000006
20976,031250  0,000005
20977,376953  0,000006
20978,722656  0,000005
20980,068359  0,000006
20981,414062  0,000005
20982,759766  0,000008
20984,105469  0,000005
20985,453125  0,000005
20986,798828  0,000005
20988,144531  0,000005
20989,490234  0,000005
20990,835938  0,000005
20992,181641  0,000005
20993,527344  0,000005
20994,873047  0,000005
20996,218750  0,000005
20997,564453  0,000005
20998,910156  0,000005
21000,255859  0,000005
21001,601562  0,000005
21002,947266  0,000005
21004,292969  0,000005
21005,640625  0,000004
21006,986328  0,000005
21008,332031  0,000004
21009,677734  0,000004
21011,023438  0,000004
21012,369141  0,000004
21013,714844  0,000004
21015,060547  0,000004
21016,406250  0,000004
21017,751953  0,000004
21019,097656  0,000003
21020,443359  0,000003
21021,789062  0,000003
21023,134766  0,000003
21024,480469  0,000003
21025,826172  0,000002
21027,171875  0,000002
21028,519531  0,000003
21029,865234  0,000002
21031,210938  0,000002
21032,556641  0,000002
21033,902344  0,000002
21035,248047  0,000003
21036,593750  0,000003
21037,939453  0,000004
21039,285156  0,000005
21040,630859  0,000007
21041,976562  0,000010
21043,322266  0,000013
21044,667969  0,000018
21046,013672  0,000026
21047,359375  0,000043
21048,707031  0,000095
21050,052734  0,002562
21051,398438  0,000102
21052,744141  0,000055
21054,089844  0,000039
21055,435547  0,000031
21056,781250  0,000027
21058,126953  0,000024
21059,472656  0,000021
21060,818359  0,000019
21062,164062  0,000018
21063,509766  0,000017
21064,855469  0,000016
21066,201172  0,000015
21067,546875  0,000015
21068,892578  0,000014
21070,238281  0,000014
21071,585938  0,000013
21072,931641  0,000013
21074,277344  0,000013
21075,623047  0,000012
21076,968750  0,000012
21078,314453  0,000012
21079,660156  0,000012
21081,005859  0,000012
21082,351562  0,000011
21083,697266  0,000011
21085,042969  0,000011
21086,388672  0,000011
21087,734375  0,000011
21089,080078  0,000011
21090,425781  0,000011
21091,773438  0,000010
21093,119141  0,000010
21094,464844  0,000010
21095,810547  0,000010
21097,156250  0,000010
21098,501953  0,000010
21099,847656  0,000010
21101,193359  0,000010
21102,539062  0,000010
21103,884766  0,000010
21105,230469  0,000010
21106,576172  0,000010
21107,921875  0,000010
21109,267578  0,000009
21110,613281  0,000009
21111,958984  0,000009
21113,304688  0,000009
21114,652344  0,000009
21115,998047  0,000009
21117,343750  0,000009
21118,689453  0,000009
21120,035156  0,000009
21121,380859  0,000009
21122,726562  0,000009
21124,072266  0,000009
21125,417969  0,000009
21126,763672  0,000009
21128,109375  0,000009
21129,455078  0,000009
21130,800781  0,000009
21132,146484  0,000009
21133,492188  0,000009
21134,839844  0,000009
21136,185547  0,000012
21137,531250  0,000009
21138,876953  0,000009
21140,222656  0,000009
21141,568359  0,000009
21142,914062  0,000009
21144,259766  0,000009
21145,605469  0,000009
21146,951172  0,000009
21148,296875  0,000008
21149,642578  0,000009
21150,988281  0,000009
21152,333984  0,000009
21153,679688  0,000009
21155,025391  0,000008
21156,371094  0,000009
21157,718750  0,000009
21159,064453  0,000009
21160,410156  0,000008
21161,755859  0,000008
21163,101562  0,000008
21164,447266  0,000009
21165,792969  0,000008
21167,138672  0,000008
21168,484375  0,000008
21169,830078  0,000008
21171,175781  0,000008
21172,521484  0,000008
21173,867188  0,000008
21175,212891  0,000008
21176,558594  0,000008
21177,906250  0,000008
21179,251953  0,000008
21180,597656  0,000008
21181,943359  0,000008
21183,289062  0,000008
21184,634766  0,000008
21185,980469  0,000008
21187,326172  0,000008
21188,671875  0,000008
21190,017578  0,000008
21191,363281  0,000008
21192,708984  0,000008
21194,054688  0,000008
21195,400391  0,000008
21196,746094  0,000008
21198,091797  0,000008
21199,437500  0,000008
21200,785156  0,000008
21202,130859  0,000008
21203,476562  0,000008
21204,822266  0,000008
21206,167969  0,000008
21207,513672  0,000008
21208,859375  0,000008
21210,205078  0,000008
21211,550781  0,000008
21212,896484  0,000008
21214,242188  0,000008
21215,587891  0,000008
21216,933594  0,000008
21218,279297  0,000008
21219,625000  0,000008
21220,972656  0,000008
21222,318359  0,000003
21223,664062  0,000008
21225,009766  0,000008
21226,355469  0,000008
21227,701172  0,000008
21229,046875  0,000008
21230,392578  0,000008
21231,738281  0,000008
21233,083984  0,000008
21234,429688  0,000008
21235,775391  0,000008
21237,121094  0,000008
21238,466797  0,000008
21239,812500  0,000008
21241,158203  0,000008
21242,503906  0,000008
21243,851562  0,000008
21245,197266  0,000008
21246,542969  0,000008
21247,888672  0,000008
21249,234375  0,000008
21250,580078  0,000008
21251,925781  0,000008
21253,271484  0,000008
21254,617188  0,000008
21255,962891  0,000008
21257,308594  0,000008
21258,654297  0,000008
21260,000000  0,000008
21261,345703  0,000008
21262,691406  0,000008
21264,039062  0,000008
21265,384766  0,000008
21266,730469  0,000008
21268,076172  0,000008
21269,421875  0,000008
21270,767578  0,000008
21272,113281  0,000008
21273,458984  0,000008
21274,804688  0,000008
21276,150391  0,000008
21277,496094  0,000008
21278,841797  0,000008
21280,187500  0,000008
21281,533203  0,000008
21282,878906  0,000008
21284,224609  0,000008
21285,570312  0,000008
21286,917969  0,000008
21288,263672  0,000008
21289,609375  0,000008
21290,955078  0,000008
21292,300781  0,000008
21293,646484  0,000008
21294,992188  0,000008
21296,337891  0,000008
21297,683594  0,000008
21299,029297  0,000008
21300,375000  0,000008
21301,720703  0,000008
21303,066406  0,000008
21304,412109  0,000008
21305,757812  0,000008
21307,105469  0,000008
21308,451172  0,000009
21309,796875  0,000008
21311,142578  0,000008
21312,488281  0,000008
21313,833984  0,000008
21315,179688  0,000008
21316,525391  0,000008
21317,871094  0,000008
21319,216797  0,000008
21320,562500  0,000008
21321,908203  0,000008
21323,253906  0,000008
21324,599609  0,000008
21325,945312  0,000008
21327,291016  0,000011
21328,636719  0,000008
21329,984375  0,000008
21331,330078  0,000008
21332,675781  0,000008
21334,021484  0,000008
21335,367188  0,000008
21336,712891  0,000008
21338,058594  0,000008
21339,404297  0,000008
21340,750000  0,000008
21342,095703  0,000008
21343,441406  0,000008
21344,787109  0,000008
21346,132812  0,000008
21347,478516  0,000008
21348,824219  0,000008
21350,171875  0,000008
21351,517578  0,000007
21352,863281  0,000008
21354,208984  0,000008
21355,554688  0,000008
21356,900391  0,000008
21358,246094  0,000008
21359,591797  0,000008
21360,937500  0,000008
21362,283203  0,000008
21363,628906  0,000008
21364,974609  0,000008
21366,320312  0,000008
21367,666016  0,000008
21369,011719  0,000008
21370,357422  0,000008
21371,703125  0,000008
21373,050781  0,000007
21374,396484  0,000008
21375,742188  0,000008
21377,087891  0,000007
21378,433594  0,000008
21379,779297  0,000008
21381,125000  0,000008
21382,470703  0,000008
21383,816406  0,000007
21385,162109  0,000008
21386,507812  0,000007
21387,853516  0,000007
21389,199219  0,000007
21390,544922  0,000007
21391,890625  0,000007
21393,238281  0,000007
21394,583984  0,000027
21395,929688  0,000008
21397,275391  0,000008
21398,621094  0,000008
21399,966797  0,000008
21401,312500  0,000008
21402,658203  0,000008
21404,003906  0,000008
21405,349609  0,000008
21406,695312  0,000008
21408,041016  0,000008
21409,386719  0,000008
21410,732422  0,000008
21412,078125  0,000008
21413,423828  0,000008
21414,769531  0,000008
21416,117188  0,000008
21417,462891  0,000007
21418,808594  0,000008
21420,154297  0,000008
21421,500000  0,000008
21422,845703  0,000008
21424,191406  0,000007
21425,537109  0,000008
21426,882812  0,000008
21428,228516  0,000008
21429,574219  0,000008
21430,919922  0,000008
21432,265625  0,000008
21433,611328  0,000008
21434,957031  0,000008
21436,304688  0,000007
21437,650391  0,000008
21438,996094  0,000008
21440,341797  0,000008
21441,687500  0,000008
21443,033203  0,000007
21444,378906  0,000008
21445,724609  0,000008
21447,070312  0,000008
21448,416016  0,000008
21449,761719  0,000008
21451,107422  0,000008
21452,453125  0,000007
21453,798828  0,000008
21455,144531  0,000008
21456,490234  0,000008
21457,835938  0,000008
21459,183594  0,000008
21460,529297  0,000008
21461,875000  0,000007
21463,220703  0,000008
21464,566406  0,000008
21465,912109  0,000008
21467,257812  0,000008
21468,603516  0,000008
21469,949219  0,000008
21471,294922  0,000008
21472,640625  0,000007
21473,986328  0,000007
21475,332031  0,000008
21476,677734  0,000008
21478,023438  0,000008
21479,371094  0,000007
21480,716797  0,000008
21482,062500  0,000008
21483,408203  0,000008
21484,753906  0,000008
21486,099609  0,000007
21487,445312  0,000008
21488,791016  0,000008
21490,136719  0,000008
21491,482422  0,000008
21492,828125  0,000008
21494,173828  0,000008
21495,519531  0,000008
21496,865234  0,000008
21498,210938  0,000008
21499,556641  0,000007
21500,902344  0,000007
21502,250000  0,000008
21503,595703  0,000008
21504,941406  0,000007
21506,287109  0,000007
21507,632812  0,000007
21508,978516  0,000008
21510,324219  0,000008
21511,669922  0,000007
21513,015625  0,000008
21514,361328  0,000008
21515,707031  0,000008
21517,052734  0,000007
21518,398438  0,000008
21519,744141  0,000008
21521,089844  0,000008
21522,437500  0,000007
21523,783203  0,000007
21525,128906  0,000007
21526,474609  0,000008
21527,820312  0,000007
21529,166016  0,000007
21530,511719  0,000008
21531,857422  0,000007
21533,203125  0,000007
21534,548828  0,000007
21535,894531  0,000008
21537,240234  0,000007
21538,585938  0,000007
21539,931641  0,000008
21541,277344  0,000008
21542,623047  0,000007
21543,968750  0,000007
21545,316406  0,000007
21546,662109  0,000008
21548,007812  0,000008
21549,353516  0,000007
21550,699219  0,000007
21552,044922  0,000007
21553,390625  0,000008
21554,736328  0,000008
21556,082031  0,000008
21557,427734  0,000008
21558,773438  0,000007
21560,119141  0,000007
21561,464844  0,000008
21562,810547  0,000008
21564,156250  0,000008
21565,503906  0,000008
21566,849609  0,000006
21568,195312  0,000007
21569,541016  0,000008
21570,886719  0,000007
21572,232422  0,000007
21573,578125  0,000007
21574,923828  0,000007
21576,269531  0,000007
21577,615234  0,000007
21578,960938  0,000007
21580,306641  0,000007
21581,652344  0,000007
21582,998047  0,000008
21584,343750  0,000007
21585,689453  0,000008
21587,035156  0,000008
21588,382812  0,000007
21589,728516  0,000007
21591,074219  0,000007
21592,419922  0,000007
21593,765625  0,000007
21595,111328  0,000008
21596,457031  0,000007
21597,802734  0,000007
21599,148438  0,000008
21600,494141  0,000007
21601,839844  0,000007
21603,185547  0,000007
21604,531250  0,000007
21605,876953  0,000008
21607,222656  0,000008
21608,570312  0,000008
21609,916016  0,000007
21611,261719  0,000007
21612,607422  0,000007
21613,953125  0,000007
21615,298828  0,000007
21616,644531  0,000008
21617,990234  0,000007
21619,335938  0,000008
21620,681641  0,000007
21622,027344  0,000008
21623,373047  0,000007
21624,718750  0,000007
21626,064453  0,000007
21627,410156  0,000007
21628,755859  0,000007
21630,101562  0,000007
21631,449219  0,000008
21632,794922  0,000007
21634,140625  0,000007
21635,486328  0,000007
21636,832031  0,000008
21638,177734  0,000007
21639,523438  0,000008
21640,869141  0,000007
21642,214844  0,000008
21643,560547  0,000007
21644,906250  0,000008
21646,251953  0,000007
21647,597656  0,000008
21648,943359  0,000007
21650,289062  0,000008
21651,636719  0,000007
21652,982422  0,000008
21654,328125  0,000007
21655,673828  0,000008
21657,019531  0,000007
21658,365234  0,000007
21659,710938  0,000007
21661,056641  0,000008
21662,402344  0,000007
21663,748047  0,000007
21665,093750  0,000008
21666,439453  0,000008
21667,785156  0,000007
21669,130859  0,000008
21670,476562  0,000008
21671,822266  0,000023
21673,167969  0,000007
21674,515625  0,000007
21675,861328  0,000007
21677,207031  0,000007
21678,552734  0,000007
21679,898438  0,000007
21681,244141  0,000007
21682,589844  0,000007
21683,935547  0,000007
21685,281250  0,000007
21686,626953  0,000007
21687,972656  0,000007
21689,318359  0,000007
21690,664062  0,000008
21692,009766  0,000007
21693,355469  0,000007
21694,703125  0,000007
21696,048828  0,000007
21697,394531  0,000007
21698,740234  0,000007
21700,085938  0,000007
21701,431641  0,000007
21702,777344  0,000007
21704,123047  0,000007
21705,468750  0,000007
21706,814453  0,000007
21708,160156  0,000008
21709,505859  0,000007
21710,851562  0,000007
21712,197266  0,000007
21713,542969  0,000007
21714,888672  0,000007
21716,234375  0,000007
21717,582031  0,000007
21718,927734  0,000007
21720,273438  0,000007
21721,619141  0,000008
21722,964844  0,000007
21724,310547  0,000007
21725,656250  0,000007
21727,001953  0,000007
21728,347656  0,000007
21729,693359  0,000007
21731,039062  0,000007
21732,384766  0,000007
21733,730469  0,000007
21735,076172  0,000007
21736,421875  0,000007
21737,769531  0,000007
21739,115234  0,000017
21740,460938  0,000008
21741,806641  0,000007
21743,152344  0,000008
21744,498047  0,000008
21745,843750  0,000007
21747,189453  0,000007
21748,535156  0,000007
21749,880859  0,000007
21751,226562  0,000008
21752,572266  0,000007
21753,917969  0,000007
21755,263672  0,000007
21756,609375  0,000007
21757,955078  0,000008
21759,300781  0,000007
21760,648438  0,000007
21761,994141  0,000007
21763,339844  0,000007
21764,685547  0,000007
21766,031250  0,000007
21767,376953  0,000007
21768,722656  0,000007
21770,068359  0,000007
21771,414062  0,000007
21772,759766  0,000007
21774,105469  0,000007
21775,451172  0,000008
21776,796875  0,000007
21778,142578  0,000007
21779,488281  0,000007
21780,835938  0,000007
21782,181641  0,000007
21783,527344  0,000007
21784,873047  0,000007
21786,218750  0,000007
21787,564453  0,000007
21788,910156  0,000007
21790,255859  0,000007
21791,601562  0,000007
21792,947266  0,000007
21794,292969  0,000007
21795,638672  0,000007
21796,984375  0,000007
21798,330078  0,000007
21799,675781  0,000007
21801,021484  0,000007
21802,367188  0,000007
21803,714844  0,000007
21805,060547  0,000007
21806,406250  0,000007
21807,751953  0,000007
21809,097656  0,000007
21810,443359  0,000007
21811,789062  0,000007
21813,134766  0,000008
21814,480469  0,000007
21815,826172  0,000007
21817,171875  0,000007
21818,517578  0,000007
21819,863281  0,000007
21821,208984  0,000007
21822,554688  0,000007
21823,902344  0,000007
21825,248047  0,000008
21826,593750  0,000007
21827,939453  0,000007
21829,285156  0,000007
21830,630859  0,000007
21831,976562  0,000007
21833,322266  0,000007
21834,667969  0,000007
21836,013672  0,000007
21837,359375  0,000007
21838,705078  0,000007
21840,050781  0,000007
21841,396484  0,000007
21842,742188  0,000007
21844,087891  0,000007
21845,433594  0,000007
21846,781250  0,000007
21848,126953  0,000007
21849,472656  0,000007
21850,818359  0,000007
21852,164062  0,000007
21853,509766  0,000007
21854,855469  0,000007
21856,201172  0,000007
21857,546875  0,000007
21858,892578  0,000007
21860,238281  0,000007
21861,583984  0,000007
21862,929688  0,000007
21864,275391  0,000007
21865,621094  0,000007
21866,968750  0,000007
21868,314453  0,000007
21869,660156  0,000007
21871,005859  0,000007
21872,351562  0,000007
